Date,TSLA
12/2/2018,21.04866791
13/2/2018,21.57733345
14/2/2018,21.4873333
15/2/2018,22.27133369
16/2/2018,22.36599922
20/2/2018,22.31800079
21/2/2018,22.21999931
22/2/2018,23.07799911
23/2/2018,23.46999931
26/2/2018,23.82799911
27/2/2018,23.39933205
28/2/2018,22.8706665
1/3/2018,22.06200027
2/3/2018,22.34133339
5/3/2018,22.22333336
6/3/2018,21.87999916
7/3/2018,22.15333366
8/3/2018,21.94000053
9/3/2018,21.8113327
12/3/2018,23.0340004
13/3/2018,22.78933334
14/3/2018,21.7753334
15/3/2018,21.70666695
16/3/2018,21.42333221
19/3/2018,20.90399933
20/3/2018,20.7033329
21/3/2018,21.10199928
22/3/2018,20.60666656
23/3/2018,20.10266685
26/3/2018,20.27866745
27/3/2018,18.61199951
28/3/2018,17.18533325
29/3/2018,17.74200058
2/4/2018,16.83200073
3/4/2018,17.83533287
4/4/2018,19.1293335
5/4/2018,20.3813324
6/4/2018,19.9533329
9/4/2018,19.31066704
